user_id,현재_구독_상태,구독_시작일,구독_종료일,구독_상태,구독_타입,구독_일수,총_구독_일수,구독_횟수,총_구독_횟수,해지_신청일,해지까지_일수
405000,0,2024-05-12 22:23:03,2024-06-12 23:59:59,연장,M,31,428,11,14,,
405000,0,2024-06-12 22:23:03,2024-07-12 23:59:59,연장,M,30,428,12,14,,
405000,0,2024-07-12 22:23:03,2024-08-12 23:59:59,연장,M,31,428,13,14,,
405000,0,2024-08-12 22:23:04,2024-09-12 23:59:59,해지,M,31,428,14,14,,
405131,0,2024-12-14 12:09:03,2025-01-14 23:59:59,해지,M,31,62,1,2,,
405131,0,2025-01-22 00:24:17,2025-02-22 23:59:59,해지,M,31,62,2,2,2025-02-20 20:52:56,29.0
405570,0,2024-05-28 13:42:16,2024-06-04 23:59:59,해지,M,7,7,1,1,,
406131,0,2024-05-20 14:35:54,2024-05-27 23:59:59,해지,M,7,7,1,1,,
406163,1,2025-05-22 15:29:33,2025-06-22 23:59:59,해지,M,31,31,1,1,,
406322,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
406424,0,2024-06-23 19:13:26,2024-07-23 23:59:59,해지,M,30,30,1,1,2024-06-23 19:48:55,0.0
406486,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
406714,0,2024-11-21 13:48:37,2025-03-21 23:59:59,해지,M,120,120,1,1,,
406840,0,2023-08-10 00:00:00,2023-09-10 00:00:00,해지,M,31,31,1,1,,
406895,0,2023-06-18 06:56:19,2023-07-18 23:59:59,연장,M,30,92,1,3,,
406895,0,2023-07-18 06:56:03,2023-08-18 23:59:59,연장,M,31,92,2,3,,
406895,0,2023-08-18 06:56:03,2023-09-18 23:59:59,해지,M,31,92,3,3,2023-09-14 21:54:35,27.0
407040,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
407176,0,2024-05-03 12:52:20,2025-05-03 23:59:59,해지,Y,365,365,1,1,2024-11-24 20:39:10,205.0
407325,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
407388,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
407788,0,2023-10-03 19:07:27,2024-10-03 23:59:59,해지,Y,366,366,1,1,,
408019,1,2024-11-25 14:27:59,2025-11-25 23:59:59,해지,Y,365,365,1,1,,
409132,0,2023-11-25 10:19:19,2024-11-25 23:59:59,해지,Y,366,366,1,1,,
409556,1,2024-10-05 10:09:34,2025-11-05 23:59:59,해지,Y,396,396,1,1,,
409678,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
409750,0,2025-04-21 16:36:42,2025-05-21 23:59:59,연장,M,30,61,1,2,,
409750,1,2025-05-21 16:36:04,2025-06-21 23:59:59,해지,M,31,61,2,2,,
410000,0,2024-02-01 15:15:51,2025-02-01 23:59:59,연장,Y,366,731,1,2,,
410000,1,2025-02-01 15:15:03,2026-02-01 23:59:59,해지,Y,365,731,2,2,,
410516,0,2023-10-30 11:00:03,2023-11-17 23:59:59,해지,M,18,18,1,1,,
410517,0,2024-05-02 20:52:49,2024-06-02 23:59:59,해지,M,31,31,1,1,2024-05-04 09:26:36,1.0
411294,0,2023-08-29 21:02:11,2023-09-29 23:59:59,해지,M,31,184,1,6,2023-09-15 22:56:13,17.0
411294,0,2024-06-22 00:22:10,2024-07-22 23:59:59,연장,M,30,184,2,6,,
411294,0,2024-07-22 00:22:03,2024-08-22 23:59:59,연장,M,31,184,3,6,,
411294,0,2024-08-22 00:22:04,2024-09-22 23:59:59,연장,M,31,184,4,6,,
411294,0,2024-09-22 00:22:03,2024-10-22 23:59:59,연장,M,30,184,5,6,,
411294,0,2024-10-22 00:22:03,2024-11-22 23:59:59,해지,M,31,184,6,6,2024-10-27 17:09:33,5.0
411535,0,2024-08-06 17:07:43,2024-09-06 23:59:59,해지,M,31,31,1,1,,
411809,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
411978,1,2024-12-01 09:33:11,2025-12-01 23:59:59,해지,Y,365,365,1,1,2024-12-01 09:34:28,0.0
412314,0,2023-10-07 00:46:26,2023-11-07 23:59:59,연장,M,31,123,1,4,,
412314,0,2023-11-07 00:46:03,2023-12-07 23:59:59,연장,M,30,123,2,4,,
412314,0,2023-12-07 00:46:03,2024-01-07 23:59:59,해지,M,31,123,3,4,2023-12-24 21:13:32,17.0
412314,0,2024-10-25 16:34:35,2024-11-25 23:59:59,해지,M,31,123,4,4,,
412404,0,2023-06-27 17:01:13,2023-07-27 23:59:59,연장,M,30,214,1,7,,
412404,0,2023-07-27 17:01:04,2023-08-27 23:59:59,연장,M,31,214,2,7,,
412404,0,2023-08-27 17:01:03,2023-09-27 23:59:59,연장,M,31,214,3,7,,
412404,0,2023-09-27 17:01:02,2023-10-27 23:59:59,연장,M,30,214,4,7,,
412404,0,2023-10-27 17:01:03,2023-11-27 23:59:59,연장,M,31,214,5,7,,
412404,0,2023-11-27 17:01:03,2023-12-27 23:59:59,연장,M,30,214,6,7,,
412404,0,2023-12-27 17:01:03,2024-01-27 23:59:59,해지,M,31,214,7,7,2024-01-13 02:18:28,16.0
412517,0,2024-04-18 22:16:41,2024-05-18 23:59:59,연장,M,30,334,1,11,,
412517,0,2024-05-18 22:16:02,2024-06-18 23:59:59,연장,M,31,334,2,11,,
412517,0,2024-06-18 22:16:03,2024-07-18 23:59:59,연장,M,30,334,3,11,,
412517,0,2024-07-18 22:16:03,2024-08-18 23:59:59,연장,M,31,334,4,11,,
412517,0,2024-08-18 22:16:03,2024-09-18 23:59:59,연장,M,31,334,5,11,,
412517,0,2024-09-18 22:16:04,2024-10-18 23:59:59,연장,M,30,334,6,11,,
412517,0,2024-10-18 22:16:03,2024-11-18 23:59:59,연장,M,31,334,7,11,,
412517,0,2024-11-18 22:16:03,2024-12-18 23:59:59,연장,M,30,334,8,11,,
412517,0,2024-12-18 22:16:03,2025-01-18 23:59:59,연장,M,31,334,9,11,,
412517,0,2025-01-18 22:16:03,2025-02-18 23:59:59,연장,M,31,334,10,11,,
412517,0,2025-02-18 22:16:03,2025-03-18 23:59:59,해지,M,28,334,11,11,2025-03-14 19:56:52,23.0
412741,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
413313,0,2024-03-12 17:49:37,2024-04-12 23:59:59,해지,M,31,31,1,1,,
413376,0,2024-08-19 00:00:00,2024-11-19 23:59:59,해지,M,92,92,1,1,,
413450,0,2024-11-13 15:07:49,2024-12-13 23:59:59,연장,M,30,92,1,3,,
413450,0,2024-12-13 15:07:04,2025-01-13 23:59:59,연장,M,31,92,2,3,,
413450,0,2025-01-13 15:07:04,2025-02-13 23:59:59,해지,M,31,92,3,3,,
413464,0,2024-05-04 00:13:59,2024-06-04 23:59:59,해지,M,31,31,1,1,2024-05-04 15:11:12,0.0
413762,0,2023-09-29 18:08:33,2023-10-29 23:59:59,해지,M,30,30,1,1,2023-10-11 21:55:49,12.0
413962,0,2023-07-26 09:24:47,2023-08-26 23:59:59,해지,M,31,31,1,1,2023-08-04 17:52:43,9.0
414172,0,2025-04-28 21:38:29,2025-05-28 23:59:59,해지,M,30,30,1,1,,
414793,0,2024-01-29 18:17:47,2024-02-29 23:59:59,연장,M,31,190,1,6,,
414793,0,2024-02-29 18:17:03,2024-03-29 23:59:59,연장,M,29,190,2,6,,
414793,0,2024-03-29 18:17:03,2024-05-06 23:59:59,해지,M,38,190,3,6,2024-05-05 15:17:02,36.0
414793,0,2024-05-22 01:13:20,2024-06-22 23:59:59,연장,M,31,190,4,6,,
414793,0,2024-06-22 01:13:03,2024-07-22 23:59:59,연장,M,30,190,5,6,,
414793,0,2024-07-22 01:13:03,2024-08-22 23:59:59,해지,M,31,190,6,6,2024-08-21 23:07:56,30.0
415047,0,2024-07-09 01:22:39,2024-08-09 23:59:59,해지,M,31,31,1,1,2024-08-08 01:06:24,29.0
415270,0,2024-12-18 23:31:39,2025-01-18 23:59:59,연장,M,31,182,1,6,,
415270,0,2025-01-18 23:31:03,2025-02-18 23:59:59,연장,M,31,182,2,6,,
415270,0,2025-02-18 23:31:04,2025-03-18 23:59:59,연장,M,28,182,3,6,,
415270,0,2025-03-18 23:31:05,2025-04-18 23:59:59,연장,M,31,182,4,6,,
415270,0,2025-04-18 23:31:04,2025-05-18 23:59:59,연장,M,30,182,5,6,,
415270,1,2025-05-18 23:31:03,2025-06-18 23:59:59,해지,M,31,182,6,6,,
415430,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
415858,0,2024-10-28 17:56:08,2024-11-28 23:59:59,연장,M,31,243,1,8,,
415858,0,2024-11-28 17:56:03,2024-12-28 23:59:59,연장,M,30,243,2,8,,
415858,0,2024-12-28 17:56:03,2025-01-28 23:59:59,연장,M,31,243,3,8,,
415858,0,2025-01-28 17:56:04,2025-02-28 23:59:59,연장,M,31,243,4,8,,
415858,0,2025-02-28 17:56:02,2025-03-28 23:59:59,연장,M,28,243,5,8,,
415858,0,2025-03-28 17:56:03,2025-04-28 23:59:59,연장,M,31,243,6,8,,
415858,0,2025-04-28 17:56:03,2025-05-28 23:59:59,연장,M,30,243,7,8,,
415858,1,2025-05-28 17:56:03,2025-06-28 23:59:59,해지,M,31,243,8,8,,
416136,0,2023-11-13 23:00:04,2023-11-17 23:59:59,해지,M,4,4,1,1,,
416313,0,2024-08-16 11:26:54,2024-09-16 23:59:59,해지,M,31,31,1,1,,
416732,1,2024-09-11 22:37:24,2025-09-11 23:59:59,연장,Y,365,456,1,2,,
416732,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,456,2,2,,
416747,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
416761,0,2024-08-05 10:44:40,2024-09-05 23:59:59,해지,M,31,31,1,1,2024-08-25 09:04:49,19.0
417457,0,2024-02-01 14:57:57,2025-02-01 23:59:59,해지,Y,366,366,1,1,,
418580,0,2023-10-20 15:09:57,2024-10-20 23:59:59,해지,Y,366,366,1,1,2024-09-25 10:02:26,340.0
418961,0,2024-04-20 20:26:32,2025-04-20 23:59:59,해지,Y,365,365,1,1,,
419609,1,2025-05-20 15:34:49,2025-07-20 23:59:59,해지,M,61,61,1,1,,
419762,0,2024-06-19 11:11:22,2024-07-19 23:59:59,연장,M,30,214,1,7,,
419762,0,2024-07-19 11:11:03,2024-08-19 23:59:59,연장,M,31,214,2,7,,
419762,0,2024-08-19 11:11:03,2024-09-19 23:59:59,연장,M,31,214,3,7,,
419762,0,2024-09-19 11:11:03,2024-10-19 23:59:59,연장,M,30,214,4,7,,
419762,0,2024-10-19 11:11:03,2024-11-19 23:59:59,연장,M,31,214,5,7,,
419762,0,2024-11-19 11:11:03,2024-12-19 23:59:59,연장,M,30,214,6,7,,
419762,0,2024-12-19 11:11:04,2025-01-19 23:59:59,해지,M,31,214,7,7,2024-12-23 14:16:13,4.0
419792,0,2024-03-11 16:29:50,2024-04-11 23:59:59,연장,M,31,61,1,2,,
419792,0,2024-04-11 16:29:03,2024-05-11 23:59:59,해지,M,30,61,2,2,2024-04-29 16:57:32,18.0
419821,0,2023-12-12 11:26:07,2024-12-12 23:59:59,해지,Y,366,366,1,1,,
419870,0,2024-06-13 19:42:55,2024-07-13 23:59:59,연장,M,30,365,1,12,,
419870,0,2024-07-13 19:42:03,2024-08-13 23:59:59,연장,M,31,365,2,12,,
419870,0,2024-08-13 19:42:03,2024-09-13 23:59:59,연장,M,31,365,3,12,,
419870,0,2024-09-13 19:42:04,2024-10-13 23:59:59,연장,M,30,365,4,12,,
419870,0,2024-10-13 19:42:03,2024-11-13 23:59:59,연장,M,31,365,5,12,,
419870,0,2024-11-13 19:42:03,2024-12-13 23:59:59,연장,M,30,365,6,12,,
419870,0,2024-12-13 19:42:03,2025-01-13 23:59:59,연장,M,31,365,7,12,,
419870,0,2025-01-13 19:42:03,2025-02-13 23:59:59,연장,M,31,365,8,12,,
419870,0,2025-02-13 19:42:04,2025-03-13 23:59:59,연장,M,28,365,9,12,,
419870,0,2025-03-13 19:42:04,2025-04-13 23:59:59,연장,M,31,365,10,12,,
419870,0,2025-04-13 19:42:03,2025-05-13 23:59:59,연장,M,30,365,11,12,,
419870,1,2025-05-13 19:42:03,2025-06-13 23:59:59,해지,M,31,365,12,12,,
419956,0,2023-07-12 02:13:37,2023-08-12 23:59:59,해지,M,31,31,1,1,2023-08-12 22:21:15,31.0
420104,0,2024-05-03 09:29:13,2024-06-03 23:59:59,연장,M,31,92,1,3,,
420104,0,2024-06-03 09:29:03,2024-07-03 23:59:59,해지,M,30,92,2,3,,
420104,0,2024-07-20 13:29:56,2024-08-20 23:59:59,해지,M,31,92,3,3,,
420523,0,2024-04-26 14:09:38,2024-05-26 23:59:59,연장,M,30,153,1,5,,
420523,0,2024-05-26 14:09:03,2024-06-26 23:59:59,연장,M,31,153,2,5,,
420523,0,2024-06-26 14:09:03,2024-07-26 23:59:59,연장,M,30,153,3,5,,
420523,0,2024-07-26 14:09:03,2024-08-26 23:59:59,연장,M,31,153,4,5,,
420523,0,2024-08-26 14:09:03,2024-09-26 23:59:59,해지,M,31,153,5,5,2024-09-01 17:00:37,6.0
421137,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
421283,0,2024-01-09 11:18:41,2024-02-09 23:59:59,연장,M,31,60,1,2,,
421283,0,2024-02-09 11:18:04,2024-03-09 23:59:59,해지,M,29,60,2,2,,
421726,0,2024-06-06 16:42:41,2025-06-06 23:59:59,연장,Y,365,730,1,2,2024-06-06 16:43:29,0.0
421726,1,2025-06-06 16:42:03,2026-06-06 23:59:59,해지,Y,365,730,2,2,,
421766,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
422036,0,2024-11-11 17:34:47,2024-12-11 23:59:59,해지,M,30,30,1,1,2024-11-16 15:55:21,4.0
422154,1,2025-01-05 14:49:16,2026-01-05 23:59:59,해지,Y,365,365,1,1,,
422205,1,2025-04-24 00:00:00,2025-07-24 23:59:59,해지,M,91,91,1,1,,
422351,0,2024-03-23 23:21:58,2024-04-23 23:59:59,해지,M,31,182,1,6,2024-04-21 02:34:01,28.0
422351,0,2024-10-10 19:50:05,2024-11-10 23:59:59,연장,M,31,182,2,6,,
422351,0,2024-11-10 19:50:03,2024-12-10 23:59:59,연장,M,30,182,3,6,,
422351,0,2024-12-10 19:50:04,2025-01-10 23:59:59,연장,M,31,182,4,6,,
422351,0,2025-01-10 19:50:03,2025-02-10 23:59:59,연장,M,31,182,5,6,,
422351,0,2025-02-10 19:50:04,2025-03-10 23:59:59,해지,M,28,182,6,6,2025-02-14 20:49:47,4.0
422605,0,2024-07-21 23:31:10,2024-08-21 23:59:59,연장,M,31,457,1,4,,
422605,0,2024-08-22 22:29:30,2024-09-22 23:59:59,연장,M,31,457,2,4,,
422605,0,2024-09-22 22:29:03,2024-10-22 23:59:59,연장,M,30,457,3,4,,
422605,1,2024-10-22 22:29:04,2025-10-22 23:59:59,해지,Y,365,457,4,4,,
422708,0,2023-06-29 14:47:24,2023-07-29 23:59:59,연장,M,30,122,1,4,,
422708,0,2023-07-29 14:47:03,2023-08-29 23:59:59,연장,M,31,122,2,4,,
422708,0,2023-08-29 14:47:03,2023-09-29 23:59:59,연장,M,31,122,3,4,,
422708,0,2023-09-29 14:47:02,2023-10-29 23:59:59,해지,M,30,122,4,4,2023-10-19 17:24:39,20.0
422710,0,2023-10-17 14:27:04,2023-11-17 23:59:59,해지,M,31,31,1,1,,
423045,0,2024-08-04 16:16:28,2024-09-04 23:59:59,연장,M,31,122,1,4,,
423045,0,2024-09-04 16:16:04,2024-10-04 23:59:59,연장,M,30,122,2,4,,
423045,0,2024-10-04 16:16:04,2024-11-04 23:59:59,연장,M,31,122,3,4,,
423045,0,2024-11-04 16:16:04,2024-12-04 23:59:59,해지,M,30,122,4,4,2024-11-30 21:42:45,26.0
423398,0,2023-06-02 14:32:05,2023-07-02 23:59:59,해지,M,30,30,1,1,2023-07-01 09:53:34,28.0
423513,0,2023-07-04 10:49:36,2023-08-04 23:59:59,해지,M,31,31,1,1,2023-07-24 10:32:21,19.0
423574,0,2024-05-21 16:16:40,2024-06-21 23:59:59,연장,M,31,92,1,3,,
423574,0,2024-06-21 16:16:02,2024-07-21 23:59:59,연장,M,30,92,2,3,,
423574,0,2024-07-21 16:16:03,2024-08-21 23:59:59,해지,M,31,92,3,3,2024-08-09 15:46:15,18.0
423595,0,2023-08-08 11:58:18,2023-09-08 23:59:59,연장,M,31,700,1,23,,
423595,0,2023-09-08 11:58:03,2023-10-08 23:59:59,연장,M,30,700,2,23,,
423595,0,2023-10-08 11:58:03,2023-11-08 23:59:59,연장,M,31,700,3,23,,
423595,0,2023-11-08 11:58:03,2023-12-08 23:59:59,연장,M,30,700,4,23,,
423595,0,2023-12-08 11:58:03,2024-01-08 23:59:59,연장,M,31,700,5,23,,
423595,0,2024-01-08 11:58:03,2024-02-08 23:59:59,연장,M,31,700,6,23,,
423595,0,2024-02-08 11:58:03,2024-03-08 23:59:59,연장,M,29,700,7,23,,
423595,0,2024-03-08 11:58:03,2024-04-08 23:59:59,연장,M,31,700,8,23,,
423595,0,2024-04-08 11:58:03,2024-05-08 23:59:59,연장,M,30,700,9,23,,
423595,0,2024-05-08 11:58:03,2024-06-08 23:59:59,연장,M,31,700,10,23,,
423595,0,2024-06-08 11:58:03,2024-07-08 23:59:59,연장,M,30,700,11,23,,
423595,0,2024-07-08 11:58:03,2024-08-08 23:59:59,연장,M,31,700,12,23,,
423595,0,2024-08-08 11:58:04,2024-09-08 23:59:59,연장,M,31,700,13,23,,
423595,0,2024-09-08 11:58:04,2024-10-08 23:59:59,연장,M,30,700,14,23,,
423595,0,2024-10-08 11:58:03,2024-11-08 23:59:59,연장,M,31,700,15,23,,
423595,0,2024-11-08 11:58:03,2024-12-08 23:59:59,연장,M,30,700,16,23,,
